# RADeg decDeg z fluxmJy_1.4GHz fluxmJy_30GHz fluxmJy_90GHz fluxmJy_148GHz fluxmJy_219GHz fluxmJy_277GHz fluxmJy_350GHz
26.691787 7.110305 0.14220 1.67595e+00 1.91597e-01 5.68914e-02 3.67407e-02 2.66941e-02 2.21041e-02 1.83282e-02
25.251219 4.248121000000003 0.14450 7.36793e+00 6.37752e-01 2.60444e-01 1.74845e-01 1.27787e-01 1.05890e-01 8.78185e-02
24.984614 4.240892000000007 0.14450 3.67861e+00 3.16315e-01 1.31178e-01 8.81081e-02 6.43970e-02 5.33626e-02 4.42554e-02
24.567222000000005 4.388541000000001 0.14450 5.55444e-01 4.70384e-02 1.92192e-02 1.29008e-02 9.42832e-03 7.81271e-03 6.47933e-03
24.557821000000004 4.375675000000005 0.14450 9.17153e-01 8.23969e-02 2.99442e-02 1.99015e-02 1.45231e-02 1.20322e-02 9.97817e-03
24.625115 4.423777000000003 0.14450 1.02813e+00 8.76543e-02 3.63520e-02 2.44178e-02 1.78468e-02 1.47887e-02 1.22648e-02
26.239846 7.319746000000004 0.14660 1.84709e+00 1.57374e-01 6.52973e-02 4.38608e-02 3.20576e-02 2.65645e-02 2.20309e-02
27.351297 5.530504999999999 0.14760 4.44345e-01 3.79989e-02 1.57540e-02 1.05818e-02 7.73410e-03 6.40887e-03 5.31509e-03
27.53599 5.915063999999999 0.16590 4.92401e-01 4.80231e-02 1.67603e-02 1.11220e-02 8.11775e-03 6.72588e-03 5.57784e-03
24.046159 5.122903000000003 0.16950 2.11856e+00 1.81918e-01 7.55265e-02 5.07322e-02 3.70798e-02 3.07262e-02 2.54823e-02
27.661319 4.813189999999999 0.17500 3.78877e+00 3.25729e-01 1.35197e-01 9.08131e-02 6.63747e-02 5.50014e-02 4.56145e-02
27.40251 4.776092 0.17370 1.30218e+00 1.02831e-01 4.24415e-02 2.85078e-02 2.08361e-02 1.72659e-02 1.43192e-02
24.869179 4.505108999999998 0.18000 1.12678e+00 9.28064e-02 3.75071e-02 2.51705e-02 1.83952e-02 1.52431e-02 1.26416e-02
27.742709 4.480590000000006 0.17800 2.99522e-01 2.57691e-02 1.06742e-02 7.16964e-03 5.24023e-03 4.34232e-03 3.60123e-03
24.286393 5.709833000000002 0.17980 6.47951e-01 5.52078e-02 2.29152e-02 1.53924e-02 1.12502e-02 9.32251e-03 7.73147e-03
24.284108 5.718164999999996 0.17980 6.82391e-01 8.97859e-02 3.39726e-02 2.00202e-02 1.31726e-02 1.03564e-02 8.24538e-03
24.287463 5.704485000000001 0.17980 4.19018e-01 3.58672e-02 1.48173e-02 9.94991e-03 7.27198e-03 6.02589e-03 4.99747e-03
24.178996 6.463462000000005 0.18070 1.02956e+01 9.15359e-01 3.72268e-01 2.47608e-01 1.80090e-01 1.48970e-01 1.23413e-01
25.477725000000003 5.901464000000002 0.18360 2.77908e+00 5.93299e-01 1.90657e-01 9.23110e-02 5.42499e-02 4.13682e-02 3.26891e-02
25.485952 5.919215000000001 0.18360 1.61269e+00 1.32429e-01 5.39822e-02 3.62302e-02 2.64775e-02 2.19403e-02 1.81957e-02
25.503603 5.943418000000003 0.18360 2.51567e+00 2.17113e-01 8.98687e-02 6.03503e-02 4.41079e-02 3.65498e-02 3.03120e-02
24.283916 7.360976999999996 0.18460 3.79479e+00 3.02347e-01 1.24477e-01 8.36034e-02 6.11047e-02 5.06345e-02 4.19929e-02
27.371717 5.086696000000003 0.18300 8.87804e-01 7.60371e-02 3.15717e-02 2.12072e-02 1.55002e-02 1.28442e-02 1.06522e-02
26.399409 5.828422000000001 0.18660 1.18234e+00 9.63275e-02 3.74078e-02 2.50038e-02 1.82595e-02 1.51287e-02 1.25462e-02
26.440372 5.797075999999999 0.18660 2.92184e-01 2.58273e-02 1.04259e-02 6.98353e-03 5.10216e-03 4.22771e-03 3.50614e-03
26.845877 5.748901999999996 0.18610 2.13742e+00 1.75655e-01 7.28955e-02 4.89650e-02 3.57882e-02 2.96559e-02 2.45946e-02
27.591828 5.298350999999995 0.18660 1.34844e+00 1.15662e-01 4.79822e-02 3.22302e-02 2.35568e-02 1.95204e-02 1.61889e-02
25.496667 4.041204000000006 0.18800 3.16354e-01 2.78827e-02 1.11167e-02 7.43492e-03 5.42983e-03 4.49888e-03 3.73093e-03
25.497858 4.042459000000006 0.18800 1.42476e+00 1.20205e-01 4.97110e-02 3.33907e-02 2.44050e-02 2.02232e-02 1.67718e-02
